Year,Month,Day,Country,Province,Region,city,latitude,longitude,AttackType,Killed,Wounded,Target,Group,Target_type,Weapon_type,Casualties,Date
2009,11,2,Pakistan,Punjab,South Asia,Rawalpindi,33.594013,73.069077,Bombing/Explosion,35,63,The National Bank of Pakistan,Unknown,Business,Explosives,98,2009-02-11
2009,11,8,Pakistan,North-West Frontier Province,South Asia,Peshawar,34.006004,71.53743,Assassination,13,44,Mayor Nazim Abdul Malik,Unknown,Government (General),Explosives,57,2009-08-11
2009,11,10,Pakistan,North-West Frontier Province,South Asia,Charsadda,34.14658,71.743538,Bombing/Explosion,34,100,"The main bazaar, Farooq Azam Chowk",Unknown,Private Citizens & Property,Explosives,134,2009-10-11
2009,11,27,Pakistan,Federally Administered Tribal Areas,South Asia,Mohmand district,34.565494,71.477429,Bombing/Explosion,1,4,A mosque,Unknown,Religious Figures/Institutions,Explosives,5,
2009,12,1,Pakistan,North-West Frontier Province,South Asia,Swabi district,34.146668,72.386306,Armed Assault,1,0,The senior member of a local peace committee,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,1,2009-01-12
2009,12,1,Pakistan,North-West Frontier Province,South Asia,Mingora,34.774479,72.364052,Assassination,3,11,"A government official, Shamsher Ali, was targeted in the incident.",Unknown,Government (General),Explosives,14,2009-01-12
2009,12,4,Pakistan,Federally Administered Tribal Areas,South Asia,Mohmand district,34.565494,71.477429,Bombing/Explosion,3,13,A minibus,Unknown,Transportation,Explosives,16,2009-04-12
2009,12,4,Pakistan,Punjab,South Asia,Rawalpindi,33.594013,73.069077,Bombing/Explosion,32,0,The target of the attack was a mosque.,Tehrik-i-Taliban Pakistan (TTP),Religious Figures/Institutions,Explosives,32,2009-04-12
2009,12,7,Pakistan,North-West Frontier Province,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,3,20,The Sessions Court in Peshawar,Unknown,Government (General),Explosives,23,2009-07-12
2009,12,7,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Bombing/Explosion,51,150,The Moon Market was targeted in the attack.,Unknown,Private Citizens & Property,Explosives,201,2009-07-12
2009,12,8,Pakistan,Punjab,South Asia,Multan,30.197843,71.467629,Bombing/Explosion,9,40,Inter-Services Intelligence directorate offices,Unknown,Government (General),Explosives,49,2009-08-12
2009,12,15,Pakistan,Punjab,South Asia,Dera Ghazi Khan,30.034319,70.639676,Bombing/Explosion,28,50,The market,Unknown,Private Citizens & Property,Explosives,78,
2009,12,16,Pakistan,North-West Frontier Province,South Asia,Jamrud,34.002579,71.382477,Bombing/Explosion,4,27,The participants of the musical concert were the targets of the attack.,Unknown,Private Citizens & Property,Explosives,31,
2009,12,18,Pakistan,North-West Frontier Province,South Asia,Timergara,34.830162,71.842781,Bombing/Explosion,12,29,A mosque frequented by police officers,Unknown,Religious Figures/Institutions,Explosives,41,
2009,12,27,Pakistan,Azad Kashmir,South Asia,Muzaffarabad,34.359687,73.471054,Bombing/Explosion,11,81,The mosque,Unknown,Religious Figures/Institutions,Explosives,92,
2010,1,1,Pakistan,Federally Administered Tribal Areas,South Asia,Bajaur district,34.856902,71.429936,Bombing/Explosion,6,0,"The tribal elder, Gulshali Khan",Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,6,2010-01-01
2010,1,8,Pakistan,Federally Administered Tribal Areas,South Asia,Khyber district,33.908578,71.070055,Bombing/Explosion,6,11,The Ansar-ul-Islam headquarters,Lashkar-e-Islam (Pakistan),Terrorists/Non-State Militia,Explosives,17,2010-08-01
2010,1,18,Pakistan,Federally Administered Tribal Areas,South Asia,Kurram district,33.695975,70.336069,Bombing/Explosion,3,0,The basic health unit,Unknown,Business,Explosives,3,
2010,1,19,Pakistan,Balochistan,South Asia,Jaffarabad district,28.340071,68.188997,Bombing/Explosion,0,3,Civilians,Unknown,Private Citizens & Property,Explosives,3,
2010,1,19,Pakistan,North-West Frontier Province,South Asia,Buner district,34.396497,72.615832,Hostage Taking (Kidnapping),2,0,Two activists of the Awami National Party,Tehrik-i-Taliban Pakistan (TTP),Government (General),Firearms,2,
2010,1,21,Pakistan,Federally Administered Tribal Areas,South Asia,Bajaur district,34.856902,71.429936,Bombing/Explosion,1,22,Anti-Taliban elders,Unknown,Private Citizens & Property,Explosives,23,
2010,1,23,Pakistan,Federally Administered Tribal Areas,South Asia,North Waziristan district,32.974638,70.14558,Armed Assault,7,0,Civilians,Taliban,Private Citizens & Property,Firearms,7,
2010,1,26,Pakistan,Balochistan,South Asia,Khuzdar district,27.81872,66.659656,Armed Assault,1,0,A former Union Council was targeted in the attack.,Unknown,Government (General),Firearms,1,
2010,1,26,Pakistan,Balochistan,South Asia,Dera Allah Yar,28.380661,68.343147,Assassination,0,6,A district police chief was targeted in the attack.,Baloch Republican Army (BRA),Police,Explosives,6,
2010,1,28,Pakistan,Balochistan,South Asia,Hub,25.044537,66.874672,Armed Assault,1,0,The shopkeeper was targeted in the attack.,Unknown,Business,Firearms,1,
2010,1,28,Pakistan,Balochistan,South Asia,Nushki district,29.551957,66.019326,Bombing/Explosion,2,0,A shop owner was targeted in the attack.,Unknown,Business,Explosives,2,
2010,1,28,Pakistan,Balochistan,South Asia,Jaffarabad district,28.340071,68.188997,Bombing/Explosion,1,8,Civilians,Unknown,Business,Explosives,9,
2010,2,6,Pakistan,Federally Administered Tribal Areas,South Asia,Safi,34.574856,71.276081,Hostage Taking (Kidnapping),0,0,Two government employees,Tehrik-i-Taliban Pakistan (TTP),Government (Diplomatic),Unknown,0,2010-06-02
2010,2,10,Pakistan,Federally Administered Tribal Areas,South Asia,Khyber district,33.908578,71.070055,Armed Assault,1,2,An Army rescue party,Tehrik-i-Taliban Pakistan (TTP),Military,Firearms,3,2010-10-02
2010,2,11,Pakistan,Balochistan,South Asia,Khuzdar district,27.81872,66.659656,Bombing/Explosion,0,0,Assailants targeted a police station.,Unknown,Police,Explosives,0,2010-11-02
2010,2,11,Pakistan,North-West Frontier Province,South Asia,Bannu,32.987347,70.602524,Bombing/Explosion,17,20,A police facility was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),Police,Explosives,37,2010-11-02
2010,2,13,Pakistan,Balochistan,South Asia,Kalat district,29.037681,66.581497,Armed Assault,1,1,Two school students,Unknown,Private Citizens & Property,Firearms,2,
2010,2,17,Pakistan,Sindh,South Asia,Khairpur,27.528896,68.759819,Armed Assault,1,0,A TV journalist was targeted in the attack.,Unknown,Journalists & Media,Firearms,1,
2010,2,18,Pakistan,Federally Administered Tribal Areas,South Asia,Khyber district,33.908578,71.070055,Bombing/Explosion,31,100,Civilians,Ansarul Islam (Pakistan),Private Citizens & Property,Explosives,131,
2010,2,18,Pakistan,Federally Administered Tribal Areas,South Asia,Khyber district,33.908578,71.070055,Bombing/Explosion,29,50,A mosque was targeted in the attack.,Unknown,Religious Figures/Institutions,Explosives,79,
2010,2,18,Pakistan,Federally Administered Tribal Areas,South Asia,Orakzai district,33.697271,71.144852,Bombing/Explosion,11,50,Civilians,Unknown,Private Citizens & Property,Explosives,61,
2010,2,24,Pakistan,Federally Administered Tribal Areas,South Asia,Mir Ali,32.975433,70.273735,Armed Assault,3,0,An alleged U.S. spy was targeted in the attack.,Taliban,Private Citizens & Property,Melee,3,
2010,2,25,Pakistan,North-West Frontier Province,South Asia,Bara,33.915234,71.458679,Bombing/Explosion,0,2,A residence was targeted in the attack.,Unknown,Private Citizens & Property,Explosives,2,
2010,3,2,Pakistan,Balochistan,South Asia,Khuzdar,27.809921,66.620956,Bombing/Explosion,2,9,Civilians,Unknown,Educational Institution,Explosives,11,2010-02-03
2010,3,5,Pakistan,North-West Frontier Province,South Asia,Hangu,33.528893,71.056122,Bombing/Explosion,13,30,Shia Muslims,Unknown,Private Citizens & Property,Explosives,43,2010-05-03
2010,3,6,Pakistan,Balochistan,South Asia,Khuzdar,27.809921,66.620956,Armed Assault,2,2,A leader of the Pakistan Muslim Leave- Nawaz was targeted in the attack.,Unknown,Government (General),Firearms,4,2010-06-03
2010,3,8,Pakistan,Federally Administered Tribal Areas,South Asia,Safi,34.574856,71.276081,Bombing/Explosion,1,2,Civilians,Unknown,Private Citizens & Property,Explosives,3,2010-08-03
2010,3,8,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Bombing/Explosion,14,113,A Special Intelligence Agecny station was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),Police,Explosives,127,2010-08-03
2010,3,12,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Bombing/Explosion,47,100,An army patrol was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,147,2010-12-03
2010,3,18,Pakistan,Balochistan,South Asia,Khuzdar,27.809921,66.620956,Bombing/Explosion,0,8,A shop was targeted in the attack.,Unknown,Business,Explosives,8,
2010,3,24,Pakistan,North-West Frontier Province,South Asia,Thal,33.363258,70.547846,Hostage Taking (Kidnapping),6,0,Shia truck drivers,Unknown,Private Citizens & Property,Firearms,6,
2010,3,26,Pakistan,Balochistan,South Asia,Kohlu,29.673863,68.715498,Bombing/Explosion,0,5,A tea stall was targeted in the attack.,Unknown,Business,Explosives,5,
2010,3,29,Pakistan,Federally Administered Tribal Areas,South Asia,Orakzai district,33.697271,71.144852,Bombing/Explosion,0,7,Civilians,Unknown,Private Citizens & Property,Explosives,7,
2010,4,5,Pakistan,Khyber Pakhtunkhwa,South Asia,Timergara,34.830162,71.842781,Bombing/Explosion,46,100,People at the Awami National Party  meeting,Unknown,Government (General),Explosives,146,2010-05-04
2010,4,7,Pakistan,Khyber Pakhtunkhwa,South Asia,Hangu,33.528893,71.056122,Assassination,3,0,A Lashkar tribal leader was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),Terrorists/Non-State Militia,Firearms,3,2010-07-04
2010,4,13,Pakistan,Balochistan,South Asia,Panjgur,26.972136,64.114571,Bombing/Explosion,0,2,A barber shop was targeted in the attack.,Unknown,Business,Explosives,2,
2010,4,15,Pakistan,Balochistan,South Asia,Nasirabad,28.458421,68.133223,Assassination,1,6,A Bugti tribal chieftain was targeted in the attack.,Unknown,Private Citizens & Property,Firearms,7,
2010,4,16,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,9,35,Civilians,Lashkar-e-Jhangvi,Business,Explosives,44,
2010,4,17,Pakistan,Khyber Pakhtunkhwa,South Asia,Sardheri,34.168388,71.841957,Bombing/Explosion,0,0,A government-run school,Unknown,Educational Institution,Explosives,0,
2010,4,17,Pakistan,Khyber Pakhtunkhwa,South Asia,Kohat,33.590603,71.44062,Bombing/Explosion,43,64,Displaced Shia Muslims,Lashkar-e-Jhangvi,Private Citizens & Property,Explosives,107,
2010,4,19,Pakistan,Khyber Pakhtunkhwa,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,26,30,Civilians,Unknown,Private Citizens & Property,Explosives,56,
2010,4,24,Pakistan,Balochistan,South Asia,Sibi,29.548279,67.879189,Bombing/Explosion,0,11,A bakery was targeted in the attack.,Unknown,Business,Explosives,11,
2010,4,24,Pakistan,Khyber Pakhtunkhwa,South Asia,Timergara,34.830162,71.842781,Bombing/Explosion,0,10,Police officers,Unknown,Police,Explosives,10,
2010,5,1,Pakistan,Federally Administered Tribal Areas,South Asia,Khairabad,34.715191,71.478896,Bombing/Explosion,0,0,The target was a government school.,Unknown,Educational Institution,Explosives,0,2010-01-05
2010,5,18,Pakistan,Khyber Pakhtunkhwa,South Asia,Dera Ismail Khan,31.834328,70.90905,Assassination,13,9,The Deputy Superintendent of police,Tehrik-i-Taliban Pakistan (TTP),Police,Explosives,22,
2010,5,19,Pakistan,Khyber Pakhtunkhwa,South Asia,Mardan,34.416681,71.92459,Bombing/Explosion,0,2,A shop belonging to an Awami National Party member,Unknown,Business,Explosives,2,
2010,5,20,Pakistan,Federally Administered Tribal Areas,South Asia,Datta Khel,32.901089,69.749405,Bombing/Explosion,2,0,Two civilians accused of spying,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,2,
2010,5,21,Pakistan,Khyber Pakhtunkhwa,South Asia,Dir,35.202293,71.873006,Bombing/Explosion,0,2,A girls' primary school was targeted in the attack.,Unknown,Educational Institution,Explosives,2,
2010,5,28,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Hostage Taking (Barricade Incident),27,31,A place of worship was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),Religious Figures/Institutions,Explosives,58,
2010,5,31,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Armed Assault,12,0,Civilians in the Jinnah Hospital,Unknown,Business,Firearms,12,
2010,6,1,Pakistan,Balochistan,South Asia,Hub,25.044537,66.874672,Bombing/Explosion,0,6,A shop,Unknown,Business,Explosives,6,2010-01-06
2010,6,8,Pakistan,Balochistan,South Asia,Turbat,25.999413,63.047451,Armed Assault,1,0,A cloth vendor was targeted in the attack.,Unknown,Business,Firearms,1,2010-08-06
2010,6,15,Pakistan,Balochistan,South Asia,Kalat district,29.037681,66.581497,Armed Assault,7,3,A tribal elder was targeted in the attack.,Unknown,Private Citizens & Property,Firearms,10,
2010,6,23,Pakistan,Federally Administered Tribal Areas,South Asia,Darra Adam Khel,33.68745,71.516037,Armed Assault,1,0,A Jamaat-e-Islami leader and his son,Unknown,Government (General),Firearms,1,
2010,6,27,Pakistan,Punjab,South Asia,Rawalpindi,33.594013,73.069077,Armed Assault,3,2,Civilians were the targets of the attack.,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,5,
2010,6,30,Pakistan,Federally Administered Tribal Areas,South Asia,Tirah,34.745,71.606667,Bombing/Explosion,0,0,A group of tribal elders,Unknown,Private Citizens & Property,Explosives,0,
2010,7,1,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Bombing/Explosion,44,175,The Data Darbar shrine was targeted in the bombing.,Unknown,Religious Figures/Institutions,Explosives,219,2010-01-07
2010,7,4,Pakistan,Balochistan,South Asia,Surab,28.491249,66.263474,Armed Assault,4,7,A private vehicle carrying gas plant laborers,Unknown,Business,Firearms,11,2010-04-07
2010,7,9,Pakistan,Federally Administered Tribal Areas,South Asia,Mohmand district,34.565494,71.477429,Bombing/Explosion,106,115,Political offices,Tehrik-i-Taliban Pakistan (TTP),Government (General),Explosives,221,2010-09-07
2010,7,11,Pakistan,Federally Administered Tribal Areas,South Asia,Darra Adam Khel,33.68745,71.516037,Assassination,2,0,Tribal elders,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Melee,2,2010-11-07
2010,7,15,Pakistan,Khyber Pakhtunkhwa,South Asia,Mingora,34.774479,72.364052,Bombing/Explosion,5,40,A bus stand,Unknown,Transportation,Explosives,45,
2010,7,16,Pakistan,Federally Administered Tribal Areas,South Asia,Khyber district,33.908578,71.070055,Assassination,10,20,The commander of Lashkar-e-Islam (LI) was targeted in the attack.,Unknown,Terrorists/Non-State Militia,Explosives,30,
2010,7,18,Pakistan,Punjab,South Asia,Sargodha,32.082884,72.671445,Bombing/Explosion,1,14,A Shia Muslim mosque was targeted in the bombing.,Unknown,Religious Figures/Institutions,Explosives,15,
2010,7,24,Pakistan,Khyber Pakhtunkhwa,South Asia,Nowshera,34.007206,71.983078,Armed Assault,1,1,"A provincial minister's son, Mian Rashid Hussain, was targeted in the attack.",Tehrik-i-Taliban Pakistan (TTP),Government (General),Firearms,2,
2010,7,25,Pakistan,Khyber Pakhtunkhwa,South Asia,Lakki Marwat,32.606209,70.908623,Bombing/Explosion,0,0,The guest house of a Member of Provincial Assembly Munawwar Khan,Unknown,Government (General),Explosives,0,
2010,8,13,Pakistan,Balochistan,South Asia,Mach,29.855375,67.339928,Armed Assault,10,5,Civilians,Unknown,Transportation,Firearms,15,
2010,8,17,Pakistan,Balochistan,South Asia,Pasni,25.26786,63.460991,Bombing/Explosion,0,10,A school van,Unknown,Transportation,Explosives,10,
2010,8,18,Pakistan,Balochistan,South Asia,Tump,26.102882,62.368946,Armed Assault,1,0,Civilians,Unknown,Private Citizens & Property,Firearms,1,
2010,8,19,Pakistan,Khyber Pakhtunkhwa,South Asia,Bannu district,32.925365,70.588379,Bombing/Explosion,0,16,A shopping area,Unknown,Private Citizens & Property,Explosives,16,
2010,8,21,Pakistan,Federally Administered Tribal Areas,South Asia,Mohmand district,34.565494,71.477429,Bombing/Explosion,6,5,Peace committee members,Unknown,Private Citizens & Property,Explosives,11,
2010,8,23,Pakistan,Federally Administered Tribal Areas,South Asia,Wana,32.306099,69.579956,Bombing/Explosion,41,30,The Mulana Noor Muhammad Mosque,Unknown,Religious Figures/Institutions,Explosives,71,
2010,8,25,Pakistan,Balochistan,South Asia,Surab,28.491249,66.263474,Assassination,1,0,The leader of the Pakistan Peoples' Party was targeted in the attack.,Unknown,Government (General),Firearms,1,
2010,8,25,Pakistan,Khyber Pakhtunkhwa,South Asia,Mansehra,34.437991,73.21744,Bombing/Explosion,1,0,A cinema was targeted in the bombing.,Unknown,Business,Explosives,1,
2010,8,26,Pakistan,Balochistan,South Asia,Awaran district,26.485426,65.448483,Facility/Infrastructure Attack,0,0,A Pakistan Telecommunication Company Limited building,Unknown,Business,Incendiary,0,
2010,8,27,Pakistan,Balochistan,South Asia,Panjgur,26.972136,64.114571,Bombing/Explosion,1,5,Civilians,Unknown,Private Citizens & Property,Explosives,6,
2010,8,28,Pakistan,Federally Administered Tribal Areas,South Asia,South Waziristan district,32.320237,69.859741,Bombing/Explosion,3,7,A shop was targeted in the attack.,Unknown,Business,Explosives,10,
2010,8,31,Pakistan,Balochistan,South Asia,Kalat district,29.037681,66.581497,Assassination,2,1,"Nawabuddin Nechari, a district Balochistan National Party leader,",Unknown,Government (General),Firearms,3,
2010,9,1,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Bombing/Explosion,40,200,A Shiite Muslim procession,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,240,2010-01-09
2010,9,2,Pakistan,Balochistan,South Asia,Turbat,25.999413,63.047451,Armed Assault,2,8,A civilian bus carrying pilgrims,Unknown,Private Citizens & Property,Firearms,10,2010-02-09
2010,9,3,Pakistan,Balochistan,South Asia,Quetta,30.200819,66.994354,Bombing/Explosion,66,150,Shiite Muslim gathered at a rally,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,216,2010-03-09
2010,9,3,Pakistan,Khyber Pakhtunkhwa,South Asia,Mardan,34.416681,71.92459,Bombing/Explosion,2,4,"A  house of worship for Ahmedis, a religious minority group,",Tehrik-i-Taliban Pakistan (TTP),Religious Figures/Institutions,Explosives,6,2010-03-09
2010,9,7,Pakistan,Khyber Pakhtunkhwa,South Asia,Kohat,33.590603,71.44062,Bombing/Explosion,21,80,A police residential complex was targeted in the attack.,Unknown,Police,Explosives,101,2010-07-09
2010,9,8,Pakistan,Balochistan,South Asia,Hub,25.044537,66.874672,Assassination,2,7,A Baloch National Party-Mengal leader was targeted in the attack.,Unknown,Government (General),Explosives,9,2010-08-09
2010,9,9,Pakistan,Federally Administered Tribal Areas,South Asia,Kurram district,33.695975,70.336069,Bombing/Explosion,10,4,A passenger bus was targeted in the attack.,Unknown,Transportation,Explosives,14,2010-09-09
2010,9,25,Pakistan,Punjab,South Asia,Bahawalpur,29.395681,71.676924,Armed Assault,2,7,Civilians,Unknown,Private Citizens & Property,Firearms,9,
2010,10,2,Pakistan,Khyber Pakhtunkhwa,South Asia,Maidan,34.965592,71.822004,Armed Assault,1,0,"Farooq Khan, a renowned physiatrist,",Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,1,2010-02-10
2010,10,4,Pakistan,Punjab,South Asia,Rawalpindi,33.594013,73.069077,Armed Assault,12,0,Twenty eight North Atlantic Treaty Organization (NATO) oil tankers.,Tehrik-i-Taliban Pakistan (TTP),Military,Firearms,12,2010-04-10
2010,10,13,Pakistan,Federally Administered Tribal Areas,South Asia,Mohmand district,34.565494,71.477429,Armed Assault,3,0,Anti-Taliban elders of the pro-government Khwezai Peace Committee,Unknown,Police,Firearms,3,
2010,10,13,Pakistan,Punjab,South Asia,Bahawalpur,29.395681,71.676924,Armed Assault,0,0,Police,Lashkar-e-Jhangvi,Police,Firearms,0,
2010,10,22,Pakistan,Khyber Pakhtunkhwa,South Asia,Peshawar,34.006004,71.53743,Bombing/Explosion,5,22,A mosque was the target.,Unknown,Religious Figures/Institutions,Explosives,27,
2010,10,25,Pakistan,Federally Administered Tribal Areas,South Asia,Orakzai district,33.697271,71.144852,Bombing/Explosion,3,2,A vehicle transporting Tehrik-e-Taliban-Pakistan  militants,Unknown,Terrorists/Non-State Militia,Explosives,5,
2010,10,27,Pakistan,Khyber Pakhtunkhwa,South Asia,Bara,33.915234,71.458679,Bombing/Explosion,2,8,A tribal elder was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,10,
2010,11,3,Pakistan,Federally Administered Tribal Areas,South Asia,Darra Adam Khel,33.68745,71.516037,Bombing/Explosion,1,3,Civilians,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,4,2010-03-11
2010,11,5,Pakistan,Federally Administered Tribal Areas,South Asia,Darra Adam Khel,33.68745,71.516037,Bombing/Explosion,96,27,A mosque was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),Religious Figures/Institutions,Explosives,123,2010-05-11
2010,11,11,Pakistan,Islamabad Capital Territory,South Asia,Islamabad,33.671638,73.056068,Bombing/Explosion,15,100,A police station was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),Police,Explosives,115,2010-11-11
2010,11,21,Pakistan,Balochistan,South Asia,Turbat,25.999413,63.047451,Armed Assault,5,3,Iranian civilians,Unknown,Private Citizens & Property,Firearms,8,
2010,11,30,Pakistan,Balochistan,South Asia,Kalat district,29.037681,66.581497,Assassination,0,1,A Governor's convoy was targeted in the attack.,Unknown,Government (General),Explosives,1,
2010,12,6,Pakistan,Federally Administered Tribal Areas,South Asia,Mohmand district,34.565494,71.477429,Bombing/Explosion,52,60,Tribal elders,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,112,2010-06-12
2010,12,8,Pakistan,Balochistan,South Asia,Panjgur,26.972136,64.114571,Armed Assault,3,1,Pashtun civilians,Baloch Liberation Army (BLA),Private Citizens & Property,Firearms,4,2010-08-12
2010,12,8,Pakistan,Khyber Pakhtunkhwa,South Asia,Kohat,33.590603,71.44062,Bombing/Explosion,20,20,Civilians,Unknown,Transportation,Explosives,40,2010-08-12
2010,12,10,Pakistan,Khyber Pakhtunkhwa,South Asia,Hangu,33.528893,71.056122,Bombing/Explosion,14,16,A hospital was targeted in the attack.,Unknown,Business,Explosives,30,2010-10-12
2010,12,17,Pakistan,Khyber Pakhtunkhwa,South Asia,Hangu,33.528893,71.056122,Bombing/Explosion,6,8,Two civilian houses,Unknown,Private Citizens & Property,Explosives,14,
2010,12,20,Pakistan,Balochistan,South Asia,Pasni,25.388166,63.109067,Hostage Taking (Kidnapping),0,0,A student of the University of Balochistan and an active member of Baloch Students Organization-Azad (BSO-A),Unknown,Private Citizens & Property,Firearms,0,
2010,12,21,Pakistan,Balochistan,South Asia,Surab,28.491249,66.263474,Hostage Taking (Kidnapping),0,0,A Hindu leader and companions,Unknown,Religious Figures/Institutions,Firearms,0,
2010,12,22,Pakistan,Federally Administered Tribal Areas,South Asia,Safi,34.574856,71.276081,Bombing/Explosion,1,3,A marble contractor was targeted in the attack.,Unknown,Business,Explosives,4,
2010,12,23,Pakistan,Balochistan,South Asia,Loralai,30.370974,68.599319,Armed Assault,1,0,An Education Department official was targeted in the attack.,Unknown,Educational Institution,Firearms,1,
2010,12,25,Pakistan,Federally Administered Tribal Areas,South Asia,Bajaur district,34.856902,71.429936,Bombing/Explosion,48,72,Members of the Salarzai tribe,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,120,
2010,12,26,Pakistan,Balochistan,South Asia,Khuzdar district,27.81872,66.659656,Assassination,2,0,Two members of the Balochistan National Party- Mengal,Unknown,Government (General),Firearms,2,
2011,1,6,Pakistan,Federally Administered Tribal Areas,South Asia,Landi Kotal,34.110325,71.163803,Hostage Taking (Kidnapping),4,0,North Atlantic Treaty Organization drivers,Unknown,Military,Firearms,4,2011-06-01
2011,1,8,Pakistan,Khyber Pakhtunkhwa,South Asia,Charsadda,34.14658,71.743538,Bombing/Explosion,0,1,A health center was targeted in the attack.,Unknown,Business,Explosives,1,2011-08-01
2011,1,11,Pakistan,Balochistan,South Asia,Panjgur,26.972136,64.114571,Armed Assault,3,2,Laborers,Unknown,Business,Firearms,5,2011-11-01
2011,1,11,Pakistan,Federally Administered Tribal Areas,South Asia,Bajaur district,34.856902,71.429936,Bombing/Explosion,0,7,Tribal elders,Unknown,Private Citizens & Property,Explosives,7,2011-11-01
2011,1,13,Pakistan,Federally Administered Tribal Areas,South Asia,North Waziristan district,32.974638,70.14558,Bombing/Explosion,5,6,Civilians,Unknown,Private Citizens & Property,Explosives,11,
2011,1,17,Pakistan,Khyber Pakhtunkhwa,South Asia,Hangu,33.528893,71.056122,Bombing/Explosion,17,11,A bus,Tehrik-i-Taliban Pakistan (TTP),Transportation,Explosives,28,
2011,1,25,Pakistan,Balochistan,South Asia,Mastung district,29.610454,66.922164,Armed Assault,2,0,The targets of this attack were two NGO workers from the Balochistan Rural Support Program.,Unknown,NGO,Firearms,2,
2011,1,25,Pakistan,Khyber Pakhtunkhwa,South Asia,Dir,35.202293,71.873006,Assassination,1,4,"Awami National Party (ANP) leader, Senator Zahid Khan, was targeted in the attack.",Tehrik-i-Taliban Pakistan (TTP),Government (General),Firearms,5,
2011,1,25,Pakistan,Punjab,South Asia,Lahore,31.50547,74.34288,Bombing/Explosion,11,70,A Shiite procession,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Explosives,81,
2011,1,29,Pakistan,Federally Administered Tribal Areas,South Asia,Darra Adam Khel,33.68745,71.516037,Bombing/Explosion,5,14,A joint paramilitary and Pakistani army checkpoint was targeted in the attack.,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,19,
2011,1,30,Pakistan,Federally Administered Tribal Areas,South Asia,Kurram district,33.695975,70.336069,Unknown,0,8,Tribesmen,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Unknown,8,
2011,2,4,Pakistan,Balochistan,South Asia,Jaffarabad district,28.340071,68.188997,Armed Assault,2,3,Employees of the state-owned Uch Oil and Gas Development Company,Unknown,Business,Firearms,5,2011-04-02
2011,2,5,Pakistan,Khyber Pakhtunkhwa,South Asia,Karak,33.111907,71.103194,Armed Assault,4,0,Civilians accused of being spies,Tehrik-i-Taliban Pakistan (TTP),Private Citizens & Property,Firearms,4,2011-05-02
2011,2,6,Pakistan,Balochistan,South Asia,Hub,25.044537,66.874672,Bombing/Explosion,0,11,Civilians,Unknown,Private Citizens & Property,Explosives,11,2011-06-02
2011,2,9,Pakistan,Punjab,South Asia,Gujranwala,32.156489,74.187658,Bombing/Explosion,0,0,The Central Investigation Center near the People's Colony Police Station,Unknown,Police,Explosives,0,2011-09-02
2011,2,10,Pakistan,Balochistan,South Asia,Nasirabad,28.458421,68.133223,Bombing/Explosion,0,4,The Quetta Express train,Unknown,Transportation,Explosives,4,2011-10-02
2011,2,10,Pakistan,Federally Administered Tribal Areas,South Asia,Mir Ali,32.975433,70.273735,Armed Assault,4,0,Two police officers,Tehrik-i-Taliban Pakistan (TTP),Police,Firearms,4,2011-10-02
2011,2,10,Pakistan,Khyber Pakhtunkhwa,South Asia,Mardan,34.416681,71.92459,Bombing/Explosion,32,40,Military cadets,Tehrik-i-Taliban Pakistan (TTP),Military,Explosives,72,2011-10-02
